	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)	CLUSTER	PREPROCESSED_SENTENCE
S18-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S18-BMJ_2010_Apr_29_340_c1640	['this EVIDENCE comes from both case-control and cohort studies and INDICATES that age of operation for such a PROTECTIVE EFFECT MIGHT include both childhood and early Adulthood.67891011\nexposure to ultraviolet radiation in early Life has NOT YET been formally examined but MIGHT be LINKED to excess risk of multiple sclerosis at Birth through seasonal deficiency in maternal Vitamin D concentrations.12A study of half siblings with multiple sclerosis has ALSO SHOWN that risk CAN be maternally MEDIATED.13pregnancy is a vulnerable time for Vitamin d deficiency BECAUSE of increased physiological needs and reduced maternal outdoor activity.14experimental data on Animal Fetal Development INDICATE that Cerebral White Matter is responsive to Vitamin D and that Oligodendrocytes in the Brain and Spinal Cord have Vitamin D Receptors.1516furthermore, maternal Vitamin D depletion alters Neurogenesis in the developing Rat Brain,17with subsequent altered Gene Expression in Adult Life.18a RECENT Genetic STUDY in Humans has FURTHER IMPLICATED Vitamin D as a strong environmental CANDIDATE by SHOWING direct functional INTERACTION with the major locus that determines susceptibility to multiple sclerosis.19ALTHOUGH Human EVIDENCE pertaining to fetal development HAS BEEN DIFFICULT to obtain, the body of RELATED EVIDENCE to date has led SOME to RECOMMEND Antenatal supplementation with Vitamin D to prevent multiple sclerosis.14\nAS an indicator of POSSIBLE Perinatal environmental exposures, such as ultraviolet radiation, individual studies in the northern hemisphere have examined month of Birth and risk of multiple sclerosis with VARIED results.2021222324a large RECENT pooled analysis of Births in the northern hemisphere, HOWEVER, SHOWED an excess of multiple sclerosis among People Born in may and a relative deficit among those Born in november; these results were stronger in familial cases and SUGGESTED INTERACTIONS between Genes and environment that are RELATED to climate and that MIGHT act during Gestation or shortly after Birth.12we EXAMINED month of Birth and risk of multiple sclerosis in australia.']	[('INCOMPLETE_EVIDENCE', 5), ('INCOMPLETE_EVIDENCE', 66), ('SUPERFICIAL_RELATIONSHIP', 109), ('SUPERFICIAL_RELATIONSHIP', 120), ('INCOMPLETE_EVIDENCE', 127), ('FULL_UNKNOWN', 237), ('INCOMPLETE_EVIDENCE', 272), ('SUPERFICIAL_RELATIONSHIP', 281), ('INCOMPLETE_EVIDENCE', 399), ('INCOMPLETE_EVIDENCE', 454), ('INCOMPLETE_EVIDENCE', 475), ('SUPERFICIAL_RELATIONSHIP', 493), ('PROBABLE_UNDERSTANDING', 560), ('INCOMPLETE_EVIDENCE', 687), ('INCOMPLETE_EVIDENCE', 984), ('INCOMPLETE_EVIDENCE', 1019), ('SUPERFICIAL_RELATIONSHIP', 1027), ('INCOMPLETE_EVIDENCE', 1074), ('INCOMPLETE_EVIDENCE', 1087), ('SUPERFICIAL_RELATIONSHIP', 1113), ('ANOMALY_CURIOUS_FINDING', 1199), ('ANOMALY_CURIOUS_FINDING', 1199), ('INCOMPLETE_EVIDENCE', 1216), ('INCOMPLETE_EVIDENCE', 1257), ('DIFFICULT_TASK', 1266), ('INCOMPLETE_EVIDENCE', 1299), ('SUPERFICIAL_RELATIONSHIP', 1299), ('INCOMPLETE_EVIDENCE', 1332), ('FUTURE_WORK', 1340), ('PROBABLE_UNDERSTANDING', 1424), ('INCOMPLETE_EVIDENCE', 1443), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 1629), ('INCOMPLETE_EVIDENCE', 1662), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 1723), ('INCOMPLETE_EVIDENCE', 1732), ('INCOMPLETE_EVIDENCE', 1899), ('SUPERFICIAL_RELATIONSHIP', 1909), ('SUPERFICIAL_RELATIONSHIP', 1961), ('INCOMPLETE_EVIDENCE', 1989), ('QUESTION_ANSWERED_BY_THIS_WORK', 2044)]	40	[('UBERON_0000113', 'post-juvenile adult stage', 166, 'adulthood'), ('UBERON_0000104', 'life cycle', 228, 'life'), ('GO_0007567', 'parturition', 328, 'birth'), ('CHEBI_27300', 'vitamin D', 374, 'vitamin D'), ('CHEBI_33229', 'vitamin (role)', 539, 'vitamin'), ('NCBITaxon_33208', 'Metazoa', 662, 'animal'), ('GO_0002065', 'columnar/cuboidal epithelial cell differentiation', 669, 'fetal development'), ('UBERON_0002437', 'cerebral hemisphere white matter', 701, 'cerebral white matter'), ('CHEBI_27300', 'vitamin D', 740, 'vitamin D'), ('CL_0000128', 'oligodendrocyte', 759, 'oligodendrocytes'), ('UBERON_0000955', 'brain', 783, 'brain'), ('UBERON_0002240', 'spinal cord', 793, 'spinal cord'), ('CHEBI_27300', 'vitamin D', 810, 'vitamin D'), ('PR_000001708', 'sphingosine 1-phosphate receptor 3', 810, 'vitamin D receptors'), ('CHEBI_27300', 'vitamin D', 856, 'vitamin D'), ('GO_0022008', 'neurogenesis', 883, 'neurogenesis'), ('NCBITaxon_9986', 'Oryctolagus cuniculus', 914, 'rat'), ('UBERON_0000955', 'brain', 918, 'brain'), ('GO_0010467', 'gene expression', 950, 'gene expression'), ('SO_0000704', 'gene', 950, 'gene'), ('UBERON_0000113', 'post-juvenile adult stage', 969, 'adult life'), ('SO_0000704', 'gene', 991, 'genetic'), ('NCBITaxon_9606', 'Homo sapiens', 1008, 'humans'), ('CHEBI_27300', 'vitamin D', 1038, 'vitamin D'), ('NCBITaxon_9606', 'Homo sapiens', 1210, 'human'), ('GO_0007567', 'parturition', 1350, 'antenatal'), ('CHEBI_27300', 'vitamin D', 1381, 'vitamin D'), ('GO_0036268', 'swimming', 1452, 'perinatal'), ('UBERON_0012101', 'perinatal stage', 1452, 'perinatal'), ('GO_0007567', 'parturition', 1587, 'birth'), ('GO_0007567', 'parturition', 1688, 'births'), ('NCBITaxon_10088', 'Mus <genus>', 1777, 'people'), ('GO_0007567', 'parturition', 1784, 'born'), ('GO_0007567', 'parturition', 1831, 'born'), ('SO_0000704', 'gene', 1930, 'genes'), ('GO_0007565', 'female pregnancy', 2006, 'gestation'), ('GO_0007567', 'parturition', 2033, 'birth'), ('GO_0007567', 'parturition', 2062, 'birth')]	0	['comes case-control age operation childhood adulthood.67891011\nexposure ultraviolet radiation life formally excess sclerosis birth seasonal maternal  concentrations.12a half siblings sclerosis maternally mediated.13pregnancy vitamin physiological maternal outdoor activity.14experimental animal fetal cerebral white responsive  oligodendrocytes brain spinal cord  receptors.1516furthermore, maternal  depletion alters neurogenesis rat brain,17with altered  expression adult life.18a humans  environmental functional locus sclerosis.19although human fetal obtain, antenatal supplementation  sclerosis.14\nas perinatal environmental exposures, ultraviolet radiation, individual northern hemisphere month birth sclerosis results.2021222324a pooled births northern hemisphere, however, excess sclerosis among people born relative among born november; results familial cases  environment climate gestation shortly birth.12we month birth sclerosis australia.']
S74-PMC2290997	PMC2290997	4/2008	S74-PMC2290997	['STILL to be resolved, HOWEVER, is the QUESTION of WHAT levels of Vitamin D are OPTIMAL for preventing the disease—and WHETHER the statistical ASSOCIATIONS REFLECT DIFFERENT Gene pools RATHER than DIFFERENT levels of 25(Oh)D. (INTERESTINGLY, holick REPORTED in the august 1988 issue of the journal of clinical endocrinology & Metabolism that no previtamin d3formed when Human skin was exposed to sunlight on cloudless days in boston, at 42.2°n, from november through february or in edmonton, at 52°n, from october through march.)']	[('IMPORTANT_CONSIDERATION', 0), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 22), ('EXPLICIT_QUESTION', 38), ('EXPLICIT_QUESTION', 50), ('IMPORTANT_CONSIDERATION', 79), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 118), ('EXPLICIT_QUESTION', 118), ('SUPERFICIAL_RELATIONSHIP', 142), ('SUPERFICIAL_RELATIONSHIP', 155), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 163), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 184), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 196), ('ANOMALY_CURIOUS_FINDING', 226), ('INCOMPLETE_EVIDENCE', 248)]	14	[('CHEBI_27300', 'vitamin D', 65, 'vitamin D'), ('SO_0000704', 'gene', 173, 'gene'), ('CHEBI_71657', 'versiconol acetate', 216, '25(OH)D'), ('GO_0008152', 'metabolic process', 325, 'Metabolism'), ('NCBITaxon_9606', 'Homo sapiens', 369, 'human')]	0	['still resolved, however, levels  disease—and statistical  pools levels 25(oh)d. (interestingly, holick august 1988 journal endocrinology & metabolism previtamin d3formed human skin exposed sunlight cloudless days boston, 42.2°n, november february edmonton, 52°n, october march.)']
S2-PMC2685863	PMC2685863	5/2009	S2-PMC2685863	['a team of canadian and british researchers has now REPORTED EVIDENCE that Vitamin D INTERACTS with a variant form of the Hla-Drb1 Gene, which HAS BEEN ASSOCIATED with ms.\nas REPORTED in the 6 february 2009 issue of the online journal plos genetics , study leader george ebers, a clinical neurologist at the university of oxford, united kingdom, and colleagues examined cells with two copies of the Hla-Drb*15 form of Hla-Drb1 .']	[('INCOMPLETE_EVIDENCE', 51), ('INCOMPLETE_EVIDENCE', 60), ('SUPERFICIAL_RELATIONSHIP', 84), ('INCOMPLETE_EVIDENCE', 142), ('SUPERFICIAL_RELATIONSHIP', 151), ('INCOMPLETE_EVIDENCE', 174)]	6	[('CHEBI_27300', 'vitamin D', 74, 'vitamin D'), ('PR_000002011', 'MHC class I histocompatibility antigen C alpha chain', 121, 'HLA-DRB1'), ('SO_0000704', 'gene', 130, 'gene'), ('PR_000002011', 'MHC class I histocompatibility antigen C alpha chain', 398, 'HLA-DRB'), ('PR_000002011', 'MHC class I histocompatibility antigen C alpha chain', 417, 'HLA-DRB1')]	0	['team canadian british  variant form hla-drb1 ms.\nas 6 february 2009 online journal plos genetics leader george ebers, neurologist university oxford, united kingdom, colleagues cells copies hla-drb*15 form hla-drb1 .']
S3-PMC2685863	PMC2685863	5/2009	S3-PMC2685863	['they IDENTIFIED a Vitamin D response element (vdre)—a short stretch of dna that is a signature of Genes Regulated by Vitamin D—next to the Gene.']	[('INCOMPLETE_EVIDENCE', 5)]	1	[('CHEBI_27300', 'vitamin D', 18, 'vitamin D'), ('SO_0000704', 'gene', 98, 'genes'), ('GO_0065007', 'biological regulation', 104, 'regulated'), ('CHEBI_27300', 'vitamin D', 117, 'vitamin D'), ('SO_0000704', 'gene', 139, 'gene')]	0	[' response element (vdre)—a stretch dna  —next .']
S5-PMC2685863	PMC2685863	5/2009	S5-PMC2685863	['the researchers also SHOWED that the vdre sequence FOUND in People with Hla-Drb1*15 could bind to the Vitamin D receptor, and that the hla-Drb1 Gene responded more strongly to Vitamin D in cells with the Hla-Drb1*15 vdre sequence than in cells without it.']	[('INCOMPLETE_EVIDENCE', 21), ('INCOMPLETE_EVIDENCE', 51)]	2	[('NCBITaxon_10088', 'Mus <genus>', 60, 'people'), ('PR_000002011', 'MHC class I histocompatibility antigen C alpha chain', 72, 'HLA-DRB1'), ('CHEBI_27300', 'vitamin D', 102, 'vitamin D'), ('PR_000002019', 'MHC class II histocompatibility antigen beta chain DRB1', 139, 'DRB1'), ('SO_0000704', 'gene', 144, 'gene'), ('CHEBI_27300', 'vitamin D', 176, 'vitamin D'), ('PR_000002011', 'MHC class I histocompatibility antigen C alpha chain', 204, 'HLA-DRB1')]	0	['vdre sequence people hla-drb1*15 bind  receptor, hla-drb1  responded  cells hla-drb1*15 vdre sequence cells it.']
S6-PMC2685863	PMC2685863	5/2009	S6-PMC2685863	['“this is the FIRST DIRECT EVIDENCE that Vitamin D Regulates the Gene,” says ebers.']	[('INCOMPLETE_EVIDENCE', 13), ('SUPERFICIAL_RELATIONSHIP', 50)]	2	[('CHEBI_27300', 'vitamin D', 40, 'vitamin D'), ('GO_0065007', 'biological regulation', 50, 'regulates'), ('SO_0000704', 'gene', 64, 'gene')]	0	['“this  ,” says ebers.']
S42-PMC2872349	PMC2872349	4/2010	S42-PMC2872349	['the RELATIONSHIPS REMAINED after adjustment for KNOWN Genetic markers of osteoporosis risk, such as polymorphisms in the Gene for the Vitamin D Receptor (vdr), and after adjustment for lifestyle characteristics in Adulthood that MIGHT have INFLUENCED bone mass (physical activity, dietary calcium intake, cigarette smoking, and alcohol consumption).']	[('SUPERFICIAL_RELATIONSHIP', 4), ('INCOMPLETE_EVIDENCE', 18), ('INCOMPLETE_EVIDENCE', 48), ('INCOMPLETE_EVIDENCE', 229), ('SUPERFICIAL_RELATIONSHIP', 240)]	5	[('SO_0000704', 'gene', 54, 'genetic'), ('SO_0000704', 'gene', 121, 'gene'), ('CHEBI_27300', 'vitamin D', 134, 'vitamin D'), ('PR_000001683', 'vasopressin V2 receptor', 134, 'vitamin D receptor'), ('UBERON_0000113', 'post-juvenile adult stage', 214, 'adulthood')]	0	['adjustment  osteoporosis risk, polymorphisms   receptor (vdr), adjustment lifestyle characteristics adulthood bone mass (physical activity, dietary calcium intake, cigarette smoking, alcohol consumption).']
S118-PMC2872349	PMC2872349	4/2010	S118-PMC2872349	['a further example of a dynamic INTERACTION between Genetic and environmental INFLUENCES of bone mass was shown in the analysis of the Vitamin D Receptor (vdr) genotype and Adult bmd in participants of the hertfordshire cohort study.']	[('SUPERFICIAL_RELATIONSHIP', 31), ('SUPERFICIAL_RELATIONSHIP', 77)]	2	[('SO_0000704', 'gene', 51, 'genetic'), ('CHEBI_27300', 'vitamin D', 134, 'vitamin D'), ('PR_000001683', 'vasopressin V2 receptor', 134, 'vitamin D receptor'), ('UBERON_0007023', 'adult organism', 172, 'adult')]	0	['example dynamic  environmental bone mass  receptor (vdr) genotype adult bmd participants hertfordshire study.']
S128-PMC2873552	PMC2873552	4/2010	S128-PMC2873552	"['[""""caption (table-wrap): table 2\\n\\nfunctions and diseases related to both ceu and yri Signaturesceuyri diabetes 1.70e-172.70e-20 Coronary Artery disease 3.78e-173.12e-13 Genetic disorder 1.09e-144.53e-14 Cardiovascular disease 1.34e-144.78e-11 non-Insulin-dependent diabetes mellitus 1.03e-128.66e-15 Endocrine System disorder 1.91e-121.25e-18 hypertension 2.13e-122.83e-11 Neurological disorder 2.49e-123.27e-12 crohn\'s disease 7.59e-127.25e-09 bipolar affective disease 3.50e-115.24e-09 Metabolic disorder 5.66e-119.83e-16 inflammatory disorder 2.56e-091.08e-08 Digestive System disorder 2.66e-091.31e-07 Skeletal and muscular disorder 1.49e-081.58e-08 progressive motor neuropathy 2.53e-085.59e-12 Autoimmune disease 7.28e-081.09e-12 immunological disorder 2.46e-073.66e-13 rheumatoid arthritis 3.78e-072.54e-07 shape change of Epithelial Cells 8.86e-07 alzheimer\'s disease 3.60e-062.27e-07 parkinson\'s disease 7.24e-065.29e-06 shape change of Dermal Cells 9.33e-06 Insulin-dependent diabetes mellitus 3.76e-15 neuropathy 5.38e-12 amyotrophic lateral sclerosis 1.36e-09 arthritis 1.44e-07\\n\\nVitamin D HYPOTHESIS\\nan INTERESTING HYPOTHESIS HAS BEEN PROPOSED by mcgrace [28] claiming that low Prenatal Vitamin D increases the risk of a wide range of diseases such as multiple sclerosis, diabetes, schizophrenia, Prostate cancer, Breast cancer and Colorectal cancer because of its versatile function in normal development.""""]']"	[('INCOMPLETE_EVIDENCE', 1099), ('ANOMALY_CURIOUS_FINDING', 1113), ('INCOMPLETE_EVIDENCE', 1125), ('INCOMPLETE_EVIDENCE', 1136), ('INCOMPLETE_EVIDENCE', 1145)]	5	[('GO_0036367', 'light adaption', 82, 'signaturesCEUYRI'), ('UBERON_0001621', 'coronary artery', 125, 'Coronary artery'), ('SO_0000704', 'gene', 166, 'Genetic'), ('UBERON_0004535', 'cardiovascular system', 200, 'Cardiovascular'), ('PR_000045358', 'insulin family protein', 244, 'insulin'), ('UBERON_0000949', 'endocrine system', 297, 'Endocrine system'), ('UBERON_0001016', 'nervous system', 370, 'Neurological'), ('GO_0008152', 'metabolic process', 485, 'Metabolic'), ('UBERON_0004854', 'gastrointestinal system mesentery', 560, 'Digestive system'), ('UBERON_0004288', 'skeleton', 603, 'Skeletal'), ('UBERON_0005445', 'segment of pes', 697, 'Autoimmune'), ('CL_0000066', 'epithelial cell', 827, 'epithelial cells'), ('UBERON_0000483', 'epithelium', 827, 'epithelial'), ('CL_0000346', 'hair follicle dermal papilla cell', 943, 'dermal cells'), ('PR_000045358', 'insulin family protein', 965, 'Insulin'), ('CHEBI_28384', 'vitamin K', 1089, 'Vitamin D'), ('GO_0007565', 'female pregnancy', 1188, 'prenatal'), ('CHEBI_27300', 'vitamin D', 1197, 'vitamin D'), ('UBERON_0002367', 'prostate gland', 1307, 'prostate'), ('UBERON_0000310', 'breast', 1324, 'breast'), ('UBERON_0012652', 'colorectum', 1342, 'colorectal')]	0	"['[""""caption (table-wrap): table 2\\n\\nfunctions diseases ceu yri signaturesceuyri diabetes 1.70e-172.70e-20 coronary artery disease 3.78e-173.12netic disorder 1.09e-144.53e-14 cardiovascular disease 1.34e-144.78e-11 non-insulin-dependent diabetes mellitus 1.03e-128.66e-15 endocrine system disorder 1.91e-121.25e-18 hypertension 2.13e-122.83e-11 neurological disorder 2.49e-123.27e-12 crohn*s disease 7.59e-127.25e-09 bipolar disease 3.50e-115.24e-09 metabolic disorder 5.66e-119.83e-16 inflammatory disorder 2.56e-091.08e-08 digestive system disorder 2.66e-091.31e-07 skeletal muscular disorder 1.49e-081.58e-08 progressive motor neuropathy 2.53e-085.59e-12 autoimmune disease 7.28e-081.09e-12 immunological disorder 2.46e-073.66e-13 rheumatoid arthritis 3.78e-072.54e-07 epithelial cells 8.86e-07 alzheimer*s disease 3.60e-062.27e-07 parkinson*s disease 7.24e-065.29e-06 dermal cells 9.33e-06 insulin-dependent diabetes mellitus 3.76e-15 neuropathy 5.38e-12 amyotrophic lateral sclerosis 1.36e-09 arthritis 1.44e-07\\n\\nvitamin hypothesis\\nan mcgrace [28] pitamin diseases sclerosis, diabetes, schizophrenia, prostate cancer, breast cancer colorectal cancer versatile normal development.""""]']"
S133-PMC2873552	PMC2873552	4/2010	S133-PMC2873552	['TO ASSESS this POSSIBILITY, we looked into the entropy of the vdr Gene, a Vitamin D receptor.']	[('QUESTION_ANSWERED_BY_THIS_WORK', 0), ('INCOMPLETE_EVIDENCE', 15)]	2	[('SO_0000704', 'gene', 66, 'gene'), ('CHEBI_27300', 'vitamin D', 74, 'vitamin D')]	0	['possibility, entropy vdr  receptor.']
