	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S84-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S84-BMJ_2010_Apr_29_340_c1640	['we could not examine the Vitamin D status of the fetus directly but INSTEAD chose the ambient ultraviolet radiation level experienced by the mother during Gestation.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 68)]	1	[('CHEBI_27300', 'vitamin D', 25, 'vitamin D'), ('GO_0007565', 'female pregnancy', 155, 'gestation')]
S87-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S87-BMJ_2010_Apr_29_340_c1640	['RECENT work by sayers et al also INDICATES that ambient erythemal ultraviolet radiation levels during Pregnancy, EVEN in a single location, CAN be used to INDICATE Vitamin D status.29further work COULD CONFIRM the timing of the OBSERVED EFFECT of Prenatal ultraviolet radiation.']	[('INCOMPLETE_EVIDENCE', 0), ('INCOMPLETE_EVIDENCE', 33), ('ANOMALY_CURIOUS_FINDING', 113), ('INCOMPLETE_EVIDENCE', 140), ('INCOMPLETE_EVIDENCE', 155), ('INCOMPLETE_EVIDENCE', 196), ('INCOMPLETE_EVIDENCE', 202), ('INCOMPLETE_EVIDENCE', 228), ('SUPERFICIAL_RELATIONSHIP', 237)]	9	[('GO_0007565', 'female pregnancy', 102, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 164, 'vitamin D'), ('GO_0007565', 'female pregnancy', 247, 'prenatal')]
S103-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S103-BMJ_2010_Apr_29_340_c1640	['overall, epidemiological studies SUPPORT a PROTECTIVE ROLE for Vitamin D in Autoimmune disease, PARTICULARLY in childhood and Adolescence, and Vitamin D supplementation in early Adulthood EFFECTIVELY reduces the risk of multiple sclerosis; THEREFORE, supplementation of adolescents and young Adults COULD BE effectively used for PREVENTION.6the FINDINGS HERE provide the FIRST population BASED evidence beyond month of Birth PATTERNS to INDICATE that Vitamin D supplementation for the PREVENTION of multiple sclerosis MIGHT also NEED to be CONSIDERED during in utero development.14they are CONSISTENT with a multi-hit causal cascade for multiple sclerosis, with PUTATIVE adverse environmental FACTORS, such as low Vitamin D concentrations, acting at more than one stage of Life.53\n\nwhat is already known on this topic\nin the northern hemisphere, there are more cases of multiple sclerosis in People Born in may and fewer in those Born in november\nmaternal exposure to ambient ultraviolet radiation in Pregnancy can be used as an instrumental variable for Vitamin D status during Pregnancy\nlow Vitamin D concentrations HAVE BEEN ASSOCIATED with a higher risk of multiple sclerosis\n\nwhat THIS STUDY adds\nin australia there is a reciprocal PATTERN of month of Birth and risk of multiple sclerosis, with a higher risk for those Born in november-december compared with may-june\nthis PATTERN was accounted FOR by maternal exposure to ambient ultraviolet radiation in the first trimester\nlow maternal exposure to Ultraviolet Radiation in the first trimester was inversely RELATED to risk of multiple sclerosis in the offspring after adjustment for either month of Birth or place of Birth\n\npubmed central:']	[('INCOMPLETE_EVIDENCE', 33), ('SUPERFICIAL_RELATIONSHIP', 43), ('SUPERFICIAL_RELATIONSHIP', 54), ('IMPORTANT_CONSIDERATION', 96), ('IMPORTANT_CONSIDERATION', 188), ('PROBABLE_UNDERSTANDING', 240), ('INCOMPLETE_EVIDENCE', 299), ('SUPERFICIAL_RELATIONSHIP', 329), ('INCOMPLETE_EVIDENCE', 345), ('QUESTION_ANSWERED_BY_THIS_WORK', 354), ('INCOMPLETE_EVIDENCE', 371), ('QUESTION_ANSWERED_BY_THIS_WORK', 388), ('SUPERFICIAL_RELATIONSHIP', 425), ('INCOMPLETE_EVIDENCE', 437), ('SUPERFICIAL_RELATIONSHIP', 485), ('INCOMPLETE_EVIDENCE', 518), ('FUTURE_WORK', 529), ('IMPORTANT_CONSIDERATION', 529), ('FUTURE_WORK', 540), ('IMPORTANT_CONSIDERATION', 540), ('INCOMPLETE_EVIDENCE', 590), ('SUPERFICIAL_RELATIONSHIP', 590), ('PROBABLE_UNDERSTANDING', 662), ('SUPERFICIAL_RELATIONSHIP', 693), ('INCOMPLETE_EVIDENCE', 1118), ('SUPERFICIAL_RELATIONSHIP', 1128), ('QUESTION_ANSWERED_BY_THIS_WORK', 1186), ('SUPERFICIAL_RELATIONSHIP', 1237), ('SUPERFICIAL_RELATIONSHIP', 1378), ('QUESTION_ANSWERED_BY_THIS_WORK', 1400), ('SUPERFICIAL_RELATIONSHIP', 1565)]	31	[('CHEBI_27300', 'vitamin D', 63, 'vitamin D'), ('UBERON_0001442', 'skeleton of manus', 76, 'autoimmune'), ('GO_0048848', 'neurohypophysis morphogenesis', 126, 'adolescence'), ('CHEBI_27300', 'vitamin D', 143, 'vitamin D'), ('UBERON_0000113', 'post-juvenile adult stage', 178, 'adulthood'), ('UBERON_0007023', 'adult organism', 292, 'adults'), ('GO_0007567', 'parturition', 419, 'birth'), ('CHEBI_27300', 'vitamin D', 451, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 714, 'vitamin D'), ('UBERON_0000104', 'life cycle', 773, 'life'), ('NCBITaxon_10088', 'Mus <genus>', 892, 'people'), ('GO_0007567', 'parturition', 899, 'born'), ('GO_0007567', 'parturition', 930, 'born'), ('GO_0007565', 'female pregnancy', 1001, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 1055, 'vitamin D'), ('GO_0007565', 'female pregnancy', 1079, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 1093, 'vitamin D'), ('GO_0007567', 'parturition', 1257, 'birth'), ('GO_0007567', 'parturition', 1324, 'born'), ('CHEBI_52927', 'To-Pro-1(2+)', 1506, 'ultraviolet radiation'), ('GO_0007567', 'parturition', 1657, 'birth'), ('GO_0007567', 'parturition', 1675, 'birth')]
S176-PMC2151954	PMC2151954	10/2007	S176-PMC2151954	['FUTURE STUDIES would ideally examine the RELATIONSHIP between maternal Vitamin D status and neonatal anthropometry across time (e.g.']	[('FUTURE_WORK', 0), ('SUPERFICIAL_RELATIONSHIP', 41)]	2	[('CHEBI_27300', 'vitamin D', 71, 'vitamin D')]
S77-PMC2290997	PMC2290997	4/2008	S77-PMC2290997	['a swedish epidemiologic study published in the december 2006 issue of diabetologia FOUND that sufficient Vitamin D status in early Life was ASSOCIATED with a lower risk of developing type 1 diabetes.']	[('INCOMPLETE_EVIDENCE', 83), ('SUPERFICIAL_RELATIONSHIP', 140)]	2	[('CHEBI_27300', 'vitamin D', 105, 'vitamin D'), ('UBERON_0000104', 'life cycle', 131, 'life')]
S95-PMC2290997	PMC2290997	4/2008	S95-PMC2290997	['in addition, 25(Oh)D levels are inversely ASSOCIATED with the clinical status of ra patients, and greater intake of Vitamin D HAS BEEN LINKED with lower ra RISK, AS REPORTED in january 2004 in arthritis & rheumatism .']	[('SUPERFICIAL_RELATIONSHIP', 42), ('INCOMPLETE_EVIDENCE', 126), ('SUPERFICIAL_RELATIONSHIP', 135), ('IMPORTANT_CONSIDERATION', 156), ('PROBABLE_UNDERSTANDING', 162), ('INCOMPLETE_EVIDENCE', 165)]	6	[('CHEBI_71657', 'versiconol acetate', 13, '25(OH)D'), ('CHEBI_27300', 'vitamin D', 116, 'vitamin D')]
S107-PMC2290997	PMC2290997	4/2008	S107-PMC2290997	['studies by bruce hollis, director of pediatric nutritional sciences at the medical university of south carolina, and colleagues SUGGEST that a maternal Vitamin D3Intake of 4,000 iu per day is SAFE and sufficient to ensure adequate Vitamin D status for both mother and nursing infant.']	[('INCOMPLETE_EVIDENCE', 128), ('IMPORTANT_CONSIDERATION', 192)]	2	[('CHEBI_63635', 'valganciclovir', 152, 'vitamin D3intake'), ('CHEBI_27300', 'vitamin D', 231, 'vitamin D')]
S193-PMC2290997	PMC2290997	4/2008	S193-PMC2290997	['NONETHELESS, says lucas, “there are DRAWBACKS to INFERRING that a RELATIONSHIP with any PROXY for the exposure of interest is a RELATIONSHIP with personal uv dose or Vitamin D status.” on the bright side, she adds, our ability to ACCURATELY gauge an Individual’s uv dose history HAS BEEN ENHANCED with the use of silicone rubber casts of the Back of subjects’ Hands.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 0), ('PROBLEM_COMPLICATION', 36), ('INCOMPLETE_EVIDENCE', 49), ('SUPERFICIAL_RELATIONSHIP', 66), ('SUPERFICIAL_RELATIONSHIP', 88), ('SUPERFICIAL_RELATIONSHIP', 128), ('SUPERFICIAL_RELATIONSHIP', 230), ('INCOMPLETE_EVIDENCE', 279), ('FUTURE_WORK', 288)]	9	[('CHEBI_27300', 'vitamin D', 166, 'vitamin D'), ('NCBITaxon_1', 'root', 250, 'individual'), ('UBERON_0001137', 'dorsum', 342, 'back'), ('UBERON_0002398', 'manus', 360, 'hands')]
S79-PMC2582131	PMC2582131	11/2008	S79-PMC2582131	['the risk for gdm was highest for overweight women who were classified as being deficient for Vitamin D (25-[Oh] D<20 ng/ml in Pregnancy); they experienced an APPROXIMATELY 5-fold increased risk as compared with lean women of higher Plasma 25-[Oh] D levels (adjusted or\u200a=\u200a4.93, 95% ci 1.63–14.9) ( table 3 ).10.1371/journal.pone.0003753.t003\n\ncaption (table-wrap): table 3\nodds ratios (or) and 95% confidence intervals (ci) for Gestational diabetes (gdm) according to both maternal Plasma 25-Hydroxyvitamin D deficient status and pre-Pregnancy overweight status.Vitamin D deficiency*overweight**gdm casescontrolsunadjusted or (95% ci)adjusted1or (95% ci)(n\u200a=\u200a57)(n\u200a=\u200a114)nono22751.00 (referent)1.00 (referent)yesno792.65 (0.89–7.93)2.36 (0.75–7.43)noyes16232.37 (1.07–5.25)2.24 (0.99–5.08)yesyes1275.84 (2.05–16.6)4.93 (1.63–14.9) p value for interaction term0.930.93\nVitamin D deficiency is DEFINED as maternal Plasma 25-Hydroxyvitamin D concentrations <20 ng/ml (holick mf,[reference 1]).']	[('INCOMPLETE_EVIDENCE', 158), ('PROBABLE_UNDERSTANDING', 891)]	2	"[('CHEBI_27300', 'vitamin D', 93, 'vitamin D'), ('CHEBI_34300', '2-naphthoyl-CoA', 104, '25-[OH] D'), ('GO_0007565', 'female pregnancy', 126, 'pregnancy'), ('UBERON_0001969', 'blood plasma', 232, 'plasma'), ('CHEBI_34300', '2-naphthoyl-CoA', 239, '25-[OH] D'), ('GO_0007565', 'female pregnancy', 427, 'gestational'), ('UBERON_0001969', 'blood plasma', 481, 'plasma'), ('CHEBI_27844', ""2',3'-cyclic AMP"", 488, '25-Hydroxyvitamin D'), ('GO_0007565', 'female pregnancy', 533, 'pregnancy'), ('CHEBI_28384', 'vitamin K', 561, 'Vitamin D'), ('CHEBI_28384', 'vitamin K', 867, 'Vitamin D'), ('UBERON_0001969', 'blood plasma', 911, 'plasma'), ('CHEBI_27844', ""2',3'-cyclic AMP"", 918, '25-Hydroxyvitamin D')]"
S85-PMC2582131	PMC2582131	11/2008	S85-PMC2582131	['the biologically active form of Vitamin D is 1,25-[Oh] D. HOWEVER, 25-[Oh] D is REGARDED AS the BEST INDICATOR of Vitamin D status in the body because it is the substrate for the Renal and Nonrenal Production Of 1,25-[Oh] D and has a longer biological half-life and higher concentrations in circulation than 1,25-[Oh] D. Plasma 25-[Oh] D REFLECTS Vitamin D from both endogenous and exogenous sources.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 58), ('PROBABLE_UNDERSTANDING', 80), ('PROBABLE_UNDERSTANDING', 89), ('IMPORTANT_CONSIDERATION', 96), ('SUPERFICIAL_RELATIONSHIP', 101), ('PROBABLE_UNDERSTANDING', 338), ('SUPERFICIAL_RELATIONSHIP', 338)]	7	[('CHEBI_27300', 'vitamin D', 32, 'vitamin D'), ('CHEBI_34300', '2-naphthoyl-CoA', 47, '25-[OH] D'), ('CHEBI_34300', '2-naphthoyl-CoA', 67, '25-[OH] D'), ('CHEBI_27300', 'vitamin D', 114, 'vitamin D'), ('GO_0006260', 'DNA replication', 179, 'renal ...'), ('UBERON_0002113', 'kidney', 179, 'renal'), ('UBERON_0000970', 'eye', 189, 'nonrenal'), ('GO_0030164', 'protein denaturation', 198, 'production of ... OH] D'), ('CHEBI_84441', '13(S)-HOTrE', 212, '1,25-[OH] D'), ('CHEBI_34300', '2-naphthoyl-CoA', 310, '25-[OH] D'), ('UBERON_0001969', 'blood plasma', 321, 'Plasma'), ('CHEBI_34300', '2-naphthoyl-CoA', 328, '25-[OH] D'), ('CHEBI_27300', 'vitamin D', 347, 'vitamin D')]
