	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S60-PMC2996405	PMC2996405	11/2010	S60-PMC2996405	['OUR FINDINGS SUGGEST a molecular LINK among latitude, schizophrenia and Vitamin D.\n\nresults\na set of Snps showing high levels of latitude-DEPENDENT population differentiation was selected by using a two-step approach.']	[('QUESTION_ANSWERED_BY_THIS_WORK', 0), ('INCOMPLETE_EVIDENCE', 13), ('SUPERFICIAL_RELATIONSHIP', 33), ('SUPERFICIAL_RELATIONSHIP', 138)]	4	[('CHEBI_27300', 'vitamin D', 72, 'vitamin D'), ('SO_0000694', 'SNP', 101, 'SNPs')]
S109-PMC2996405	PMC2996405	11/2010	S109-PMC2996405	['we checked WHETHER OR NOT in these 9 Genes belonged Snps, selected by our procedure, that were PREVIOUSLY studied in RELATIONSHIP to either schizophrenia or Vitamin D RELATED phenotypes.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 11), ('INCOMPLETE_EVIDENCE', 95), ('SUPERFICIAL_RELATIONSHIP', 117), ('SUPERFICIAL_RELATIONSHIP', 167)]	4	[('SO_0000704', 'gene', 37, 'genes'), ('SO_0000694', 'SNP', 52, 'SNPs'), ('CHEBI_27300', 'vitamin D', 157, 'vitamin D')]
S65-PMC3427192	PMC3427192	4/2012	S65-PMC3427192	['Haplotype analysis of the vdr polymorphisms SHOWED a significant ASSOCIATION with asthmavollmert90200432munich, germany/ germansnps in the vdr and Integrin Β7None of the Snps were ASSOCIATED with asthmawjst912005951munich, germany/ germany and sweden13 Snps in the vdrin unaffected siblings, Allele in the 5′ region was undertransmitted while two other Alleles in the 3′ terminal region were overtransmittedwjst922006947munich, germany/ germany and swedenserum levels of Vitamin D and genotyping of dna Single Base variantsat least one positive Snp with a transmission disequilibrium of for asthma or total Ige and Vitamin D was FOUND in several Genes\nONLY a HANDFUL OF STUDIES have evaluated the LINK between asthma and polymorphisms in other Genes INVOLVED in Vitamin d synthesis, bioavailability and Metabolism.']	[('INCOMPLETE_EVIDENCE', 44), ('SUPERFICIAL_RELATIONSHIP', 65), ('SUPERFICIAL_RELATIONSHIP', 180), ('INCOMPLETE_EVIDENCE', 629), ('INCOMPLETE_EVIDENCE', 652), ('INCOMPLETE_EVIDENCE', 659), ('SUPERFICIAL_RELATIONSHIP', 697), ('SUPERFICIAL_RELATIONSHIP', 750)]	8	[('SO_0001024', 'haplotype', 0, 'Haplotype'), ('PR_000009070', 'integrator complex subunit 3', 147, 'integrin β7None'), ('SO_0000694', 'SNP', 170, 'SNPs'), ('SO_0000694', 'SNP', 253, 'SNPs'), ('SO_0001023', 'allele', 292, 'allele'), ('SO_0001023', 'allele', 353, 'alleles'), ('CHEBI_27300', 'vitamin D', 471, 'vitamin D'), ('SO_0000984', 'single', 503, 'single base'), ('SO_0000694', 'SNP', 545, 'SNP'), ('GO_0071743', 'IgE immunoglobulin complex, circulating', 607, 'IgE'), ('CHEBI_27300', 'vitamin D', 615, 'vitamin D'), ('SO_0000704', 'gene', 646, 'genes'), ('SO_0000704', 'gene', 744, 'genes'), ('CHEBI_33229', 'vitamin (role)', 762, 'vitamin'), ('GO_0008152', 'metabolic process', 803, 'metabolism')]
S3-PMC3515553	PMC3515553	12/2012	S3-PMC3515553	['we then examined the ASSOCIATION of Snps in maternal Genes Fut2 (rs492602) and tcn2 (rs1801198, rs9606756) that are RELATED to Plasma Vitamin B-12, with offspring iq.']	[('SUPERFICIAL_RELATIONSHIP', 21), ('SUPERFICIAL_RELATIONSHIP', 116)]	2	[('SO_0000694', 'SNP', 36, 'SNPs'), ('SO_0000704', 'gene', 53, 'genes'), ('PR_000007719', 'frizzled-2', 59, 'FUT2'), ('UBERON_0001969', 'blood plasma', 127, 'plasma'), ('CHEBI_27300', 'vitamin D', 134, 'vitamin B'), ('PR_000017269', 'ventral anterior homeobox 2', 134, 'vitamin B-12')]
S6-PMC3515553	PMC3515553	12/2012	S6-PMC3515553	['the expected EFFECT of maternal Vitamin B-12 on offspring iq, GIVEN the RELATIONSHIPS between Snps and Vitamin B-12, and Snps and iq was consistent with the OBSERVATIONAL result.']	[('SUPERFICIAL_RELATIONSHIP', 13), ('PROBABLE_UNDERSTANDING', 62), ('SUPERFICIAL_RELATIONSHIP', 72), ('INCOMPLETE_EVIDENCE', 157)]	4	[('CHEBI_27300', 'vitamin D', 32, 'vitamin B'), ('PR_000017269', 'ventral anterior homeobox 2', 32, 'vitamin B-12'), ('CHEBI_37983', 'sulfur-35 atom', 42, '12'), ('SO_0000694', 'SNP', 94, 'SNPs'), ('CHEBI_27300', 'vitamin D', 103, 'vitamin B'), ('PR_000017269', 'ventral anterior homeobox 2', 103, 'vitamin B-12'), ('SO_0000694', 'SNP', 121, 'SNPs')]
S21-PMC3515553	PMC3515553	12/2012	S21-PMC3515553	['the AIM of THIS STUDY was TO EXAMINE the ASSOCIATION of maternal dietary Intake of Vitamin B-12 and also of Snps in Fut2 and tcn2 with offspring iq assessed at age 8 in a population of european origin.figure 1shows the framework for the HYPOTHESIS that we have EXAMINED HERE concerning the LINKS between maternal Vitamin B-12 during Pregnancy with offspring iq.10.1371/journal.pone.0051084.g001\n\ncaption (fig): figure 1\ndiagram showing the framework of the mendelian randomization approach used in this study.']	[('QUESTION_ANSWERED_BY_THIS_WORK', 4), ('QUESTION_ANSWERED_BY_THIS_WORK', 11), ('QUESTION_ANSWERED_BY_THIS_WORK', 26), ('SUPERFICIAL_RELATIONSHIP', 41), ('INCOMPLETE_EVIDENCE', 237), ('QUESTION_ANSWERED_BY_THIS_WORK', 261), ('QUESTION_ANSWERED_BY_THIS_WORK', 270), ('SUPERFICIAL_RELATIONSHIP', 290)]	8	[('GO_0007631', 'feeding behavior', 73, 'intake'), ('CHEBI_27300', 'vitamin D', 83, 'vitamin B'), ('PR_000017269', 'ventral anterior homeobox 2', 83, 'vitamin B-12'), ('SO_0000694', 'SNP', 108, 'SNPs'), ('PR_000007719', 'frizzled-2', 116, 'FUT2'), ('CHEBI_27300', 'vitamin D', 313, 'vitamin B'), ('GO_0007565', 'female pregnancy', 333, 'pregnancy')]
S60-PMC3515553	PMC3515553	12/2012	S60-PMC3515553	['Haplotypes consisting of both tcn2 Snps were evaluated AS POTENTIAL instrumental variables that MAY EXPLAIN better than genotypes part of the variation in circulating Vitamin B-12.']	[('PROBABLE_UNDERSTANDING', 55), ('INCOMPLETE_EVIDENCE', 58), ('INCOMPLETE_EVIDENCE', 96), ('PROBABLE_UNDERSTANDING', 100)]	4	[('SO_0001024', 'haplotype', 0, 'Haplotypes'), ('SO_0000694', 'SNP', 35, 'SNPs'), ('CHEBI_27300', 'vitamin D', 167, 'vitamin B'), ('PR_000017269', 'ventral anterior homeobox 2', 167, 'vitamin B-12')]
S93-PMC3515553	PMC3515553	12/2012	S93-PMC3515553	['Vitamin B-12 status RELATED Snps, maternal dietary intake of Vitamin B-12 and Cord Blood Vitamin B-12\nneither of the maternal Snps was associated with maternal dietary Intake of Vitamin B-12 during Pregnancy in a linear model, ALTHOUGH tcn2 rs1801198 heterozygotes showed higher Vitamin B-12 intake than either homozygote group (p\u200a=\u200a0.02).']	[('SUPERFICIAL_RELATIONSHIP', 20), ('ANOMALY_CURIOUS_FINDING', 227)]	2	[('PR_000017269', 'ventral anterior homeobox 2', 0, 'Vitamin B-12'), ('SO_0000694', 'SNP', 28, 'SNPs'), ('PR_000017269', 'ventral anterior homeobox 2', 61, 'Vitamin B-12'), ('UBERON_0000948', 'heart', 78, 'Cord'), ('UBERON_0000178', 'blood', 83, 'Blood'), ('PR_000017269', 'ventral anterior homeobox 2', 89, 'Vitamin B-12'), ('SO_0000694', 'SNP', 126, 'SNPs'), ('GO_0007631', 'feeding behavior', 168, 'intake'), ('CHEBI_27300', 'vitamin D', 178, 'vitamin B'), ('PR_000017269', 'ventral anterior homeobox 2', 178, 'vitamin B-12'), ('GO_0007565', 'female pregnancy', 198, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 279, 'vitamin B'), ('PR_000017269', 'ventral anterior homeobox 2', 279, 'vitamin B-12')]
S94-PMC3515553	PMC3515553	12/2012	S94-PMC3515553	['all three maternal Snps SHOWED a SIMILAR magnitude of EFFECT on Cord Blood Vitamin B-12 concentration, but statistical EVIDENCE for the EFFECT of the Fut2 Snp and tcn2 rs9606756 was absent in this SMALL sample (table 3).']	[('INCOMPLETE_EVIDENCE', 24), ('SUPERFICIAL_RELATIONSHIP', 33), ('SUPERFICIAL_RELATIONSHIP', 54), ('INCOMPLETE_EVIDENCE', 119), ('SUPERFICIAL_RELATIONSHIP', 136), ('INCOMPLETE_EVIDENCE', 197)]	6	[('SO_0000694', 'SNP', 19, 'SNPs'), ('UBERON_0002240', 'spinal cord', 64, 'cord'), ('UBERON_0000178', 'blood', 69, 'blood'), ('CHEBI_27300', 'vitamin D', 75, 'vitamin B'), ('PR_000017269', 'ventral anterior homeobox 2', 75, 'vitamin B-12'), ('PR_000007719', 'frizzled-2', 150, 'FUT2'), ('SO_0000694', 'SNP', 155, 'SNP')]
S99-PMC3515553	PMC3515553	12/2012	S99-PMC3515553	['offspring Haplotypes were not associated with Cord Blood Vitamin B-12 (data not shown).10.1371/journal.pone.0051084.t003\n\ncaption (table-wrap): table 3\nASSOCIATION of maternal genotype at Snps RELATED to Vitamin B-12 Metabolism with maternal dietary intake at 32 weeks Pregnant and Vitamin B-12 Cord Blood concentration.Snpgenotypenamedian (iqr) of maternal Vitaminb-12 dietary intake (µg/day)nmedian (iqr) of Vitamin B-12 Cord Blood (pmol/l) Fut2 rs492602tt16424.2 (3.0, 6.1)62291 (183, 397)tc31874.2 (3.0, 6.1)128300 (196, 424)cc16484.3 (3.0, 6.2)50294 (214, 534)ratio of geometric means perc Allele (95% ci)64771.00 (0.98, 1.02)2401.08 (0.97, 1.19)p-valuea0.82/0.960.15/0.31 tcn2 rs1801198gg12764.1 (3.0, 5.9)41276 (173, 369)cg32214.3 (3.2, 6.2)125279 (196, 417)cc20024.1 (3.0, 6.1)68318 (226, 436)ratio of geometric meansper c Allele (95% ci)64991.01 (0.99, 1.03)2341.13 (1.02–1.25)p-valuea0.44/0.020.02/0.07 tcn2 rs9606756aa54834.3 (3.1, 6.2)193288 (205, 397)ag16504.3 (3.0, 6.1)58298 (206, 484)gg1204.0 (2.9, 6.1)2238 (82, 394)ratio of geometric meansper G Allele (95% ci)72530.99 (0.96, 1.01)2531.03 (0.89, 1.18)p-valuea0.23/0.460.73/0.31\nn reflects the number of mothers with genotype and dietary Intake or offspring Cord Blood Vitamin B-12 data, regardless of whether there was offspring iq data available for them as well.']	[('SUPERFICIAL_RELATIONSHIP', 152), ('SUPERFICIAL_RELATIONSHIP', 193)]	2	[('SO_0001024', 'haplotype', 10, 'haplotypes'), ('UBERON_0002240', 'spinal cord', 46, 'cord'), ('UBERON_0000178', 'blood', 51, 'blood'), ('CHEBI_27300', 'vitamin D', 57, 'vitamin B'), ('PR_000017269', 'ventral anterior homeobox 2', 57, 'vitamin B-12'), ('SO_0000694', 'SNP', 188, 'SNPs'), ('CHEBI_27300', 'vitamin D', 204, 'vitamin B'), ('GO_0009235', 'cobalamin metabolic process', 204, 'vitamin B-12 metabolism'), ('PR_000017269', 'ventral anterior homeobox 2', 204, 'vitamin B-12'), ('GO_0007565', 'female pregnancy', 269, 'pregnant'), ('CHEBI_27300', 'vitamin D', 282, 'vitamin B'), ('UBERON_0002240', 'spinal cord', 295, 'cord'), ('UBERON_0000178', 'blood', 300, 'blood'), ('SO_0001744', 'UPD', 320, 'SNPgenotypeNamedian'), ('CHEBI_27300', 'vitamin D', 358, 'vitaminB'), ('PR_000017269', 'ventral anterior homeobox 2', 358, 'vitaminB-12'), ('CHEBI_27300', 'vitamin D', 410, 'vitamin B'), ('UBERON_0002240', 'spinal cord', 423, 'cord'), ('UBERON_0000178', 'blood', 428, 'blood'), ('PR_000007719', 'frizzled-2', 443, 'FUT2'), ('SO_0001023', 'allele', 595, 'allele'), ('SO_0001023', 'allele', 831, 'allele'), ('SO_0001434', 'cassette_pseudogene', 1061, 'G'), ('SO_0001023', 'allele', 1063, 'allele'), ('GO_0007631', 'feeding behavior', 1205, 'intake'), ('UBERON_0002240', 'spinal cord', 1225, 'cord'), ('UBERON_0000178', 'blood', 1230, 'blood'), ('CHEBI_27300', 'vitamin D', 1236, 'vitamin B'), ('PR_000017269', 'ventral anterior homeobox 2', 1236, 'vitamin B-12')]
