PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	IGNORANCE TYPE	C_START	C_END	CONCEPT_MENTION_ID
BMJ_2008_Nov_7_337_a2001	BMJ_2008_Nov_7_337_a2001_11	[1683]	[1898]	['In post hoc analyses there were no significant differences for perinatal mortality, but iron-folic acid was associated with a significantly reduced early neonatal mortality by 54% (relative risk 0.46, 0.21 to 0.98).']	but	ANOMALY_CURIOUS_FINDING	[1767]	[1770]	BMJ_2008_Nov_7_337_a2001_T172
BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640_17	[3299]	[3772]	['This latitudinal gradient seems environmentally related because the risk associated with latitude alters if people move after birth.45A strong environmental candidate is the level of ambient regional ultraviolet radiation, acting either directly or through the generation of vitamin D.6Higher exposure to ultraviolet radiation,7higher vitamin D intake,8and also higher serum vitamin D concentrations9seem to be associated with a reduced risk of onset of multiple sclerosis.']	seems	ANOMALY_CURIOUS_FINDING	[3325]	[3330]	BMJ_2010_Apr_29_340_c1640_T235
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_94	[18626]	[18865]	['Maternal outcomes\nWe found no significant difference in the rate of caesarean delivery between the two groups, although women in the intervention arm of the study delivered at a later gestational age than did those in the intervention arm.']	although	ANOMALY_CURIOUS_FINDING	[18737]	[18745]	BMJ_2012_Aug_30_345_e5605_T108
BMJ_2012_Jan_30_344_e184	BMJ_2012_Jan_30_344_e184_6	[1140]	[1744]	['Results No differences were seen in the overall percentage of infants with immunoglobulin E associated allergic disease between the n-3 LCPUFA and control groups (32/368 (9%) v 43/338 (13%); unadjusted relative risk 0.68, 95% confidence interval 0.43 to 1.05, P=0.08; adjusted relative risk 0.70, 0.45 to 1.09, P=0.12), although the percentage of infants diagnosed as having atopic eczema (that is, eczema with associated sensitisation) was lower in the n-3 LCPUFA group (26/368 (7%) v 39/338 (12%); unadjusted relative risk 0.61, 0.38 to 0.98, P=0.04; adjusted relative risk 0.64, 0.40 to 1.02, P=0.06).']	although	ANOMALY_CURIOUS_FINDING	[1460]	[1468]	BMJ_2012_Jan_30_344_e184_T110
BMJ_2012_May_17_344_e2088	BMJ_2012_May_17_344_e2088_7	[1074]	[1472]	['With all interventions combined, there were no significant differences in birth weight (mean difference −50 g, −100 to 0 g) and the incidence of large for gestational age (relative risk 0.85, 0.66 to 1.09) or small for gestational age (1.00, 0.78 to 1.28) babies between the groups, though by itself physical activity was associated with reduced birth weight (mean difference −60 g, −120 to −10 g).']	though	ANOMALY_CURIOUS_FINDING	[1357]	[1363]	BMJ_2012_May_17_344_e2088_T216
BMJ_2014_Feb_10_348_g1285	BMJ_2014_Feb_10_348_g1285_16	[4266]	[4670]	['While meta-analyses indicate that interventions seem effective in limiting gestational weight gain, the effect on maternal and perinatal outcomes, which have been under-reported, remains to be determined.171819\nWe conducted a randomised trial to evaluate whether provision of antenatal lifestyle advice to overweight or obese pregnant women was effective in improving maternal and infant health outcomes.']	seem	ANOMALY_CURIOUS_FINDING	[4314]	[4318]	BMJ_2014_Feb_10_348_g1285_T158
PMC1074510	PMC1074510_9	[826]	[1095]	['Comparison of the pooled data of two Hungarian trials using a multivitamin containing 0.8 mg folic acid and the data of the Hungarian Case-Control Surveillance of Congenital Abnormalities using high dose of folic acid seemed to be appropriate to answer these questions.']	seemed to be	ANOMALY_CURIOUS_FINDING	[1044]	[1056]	PMC1074510_T217
PMC1164414	PMC1164414_16	[3434]	[3702]	['Lymphoid malignancies arise as a consequence of point mutations, chromosomal rearrangements (e.g., chromosomal translocations), and epigenetic alterations in hematopoietic cells making the variant MTHFR an interesting candidate gene for studies on leukemogenesis [14].']	interesting	ANOMALY_CURIOUS_FINDING	[3640]	[3651]	PMC1164414_T100
PMC1168874	PMC1168874_13	[1300]	[1495]	['Introduction\nAmong environmental factors, dangerous lifestyle seems to be the greatest hazard for the development of the fetus due to the common practice of consuming alcohol and smoking tobacco.']	seems to be	ANOMALY_CURIOUS_FINDING	[1362]	[1373]	PMC1168874_T304
PMC1182379	PMC1182379_2	[545]	[765]	['Discussion\nCongenital CMV is a prime target for prevention not only because of its substantial disease burden but also because the biology and epidemiology of CMV suggest that there are ways to reduce viral transmission.']	not only	ANOMALY_CURIOUS_FINDING	[604]	[612]	PMC1182379_T307
